item_id,thread_id,created_at,sample_strategy,customer_raw,customer_clean,historical_reply,intent,escalate,escalate_reason,notes,labeler
g155,1131556,2017-10-24 09:05:00+00:00,random_uniform,Moved from the US to Spain and I can't login with Fcabeook on @115888 bc countries do not match. Can't change country in Settings. Help?,Moved from the US to Spain and I can't login with Fcabeook on bc countries do not match. Can't change country in Settings. Help?,"Hey Eduardo, help has arrived. Can you DM us your account's email address? We'll check backstage /JC [link:ldFdZRiNAt]",account_access,y,,,claude-draft (review each row)
g156,2065161,2017-10-07 19:16:59+00:00,random_uniform,"@SpotifyCares I deactivated my facebook awhile ago that I used to create my spotify, and the support site can't help me back into it, help?","I deactivated my facebook awhile ago that I used to create my spotify, and the support site can't help me back into it, help?","Hey Nate! We'll help out, don't worry. Can you send us your account's email address via DM? We'll see what we can suggest /GN [link:ldFdZRiNAt]",account_access,y,,,claude-draft (review each row)
g157,1100932,2017-10-13 21:43:48+00:00,stratified,"@115888 can we get the Vicente Fernandez lyrics up on the app? My mumbling the words I don't know is not a good look. Gracias, fam","can we get the Vicente Fernandez lyrics up on the app? My mumbling the words I don't know is not a good look. Gracias, fam",Hey Nick! What device and Spotify version are you using? We'll see what we can suggest,feature_request_feedback,n,,,claude-draft (review each row)
g158,1878669,2017-10-21 06:16:59+00:00,random_uniform,"@115888 when the login says ""username or email"" you'd think we could just use the email right? Nope. You have to use your username. Thanks.","when the login says ""username or email"" you'd think we could just use the email right? Nope. You have to use your username. Thanks.",Hi there! It depends on how the account was created. We'd love to help out. Can you DM us your account's username or email address? /MU [link:ldFdZRiNAt],feature_request_feedback,n,,,claude-draft (review each row)
g159,1219460,2017-10-25 13:59:54+00:00,stratified,"@118266 sy tdk bisa login di apps ""wrong user id / pswd"" tp dgn ID &amp; pwd yg sama bisa login di web. Pls help hrs bgmn","sy tdk bisa login di apps ""wrong user id / pswd"" tp dgn ID & pwd yg sama bisa login di web. Pls help hrs bgmn","Hey there! We can help out in English via Twitter, but we also have Indonesian support via email at [link:ZgU70TbP8M]",unhandleable,y,,non-English (Indonesian),claude-draft (review each row)
g160,961759,2017-10-22 00:57:12+00:00,stratified,".@115888 #wishlist: link 2 song lyrics

Bonus: Option to print entire album of lyrics, chords etc

#Spotify #suggestion #bells #whistles",". #wishlist: link 2 song lyrics Bonus: Option to print entire album of lyrics, chords etc #Spotify #suggestion #bells #whistles",Hey! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝,feature_request_feedback,n,,,claude-draft (review each row)
g161,1514264,2017-10-16 23:20:18+00:00,stratified,@115888 downloaded in Oz now back in the UK temporarily and locked out of account due to only being able to use abroad for 14 days?,downloaded in Oz now back in the UK temporarily and locked out of account due to only being able to use abroad for 14 days?,"Hey Sarah, help's here! Can you DM us your account's email address? We'll see what we can suggest /MO [link:ldFdZRiNAt]",account_access,y,,locked out,claude-draft (review each row)
g162,1736388,2017-11-07 11:02:35+00:00,random_uniform,"@115888 doesn't work since yesterday with my audio's chromecast. Pbm is on Android &amp; IOs. Other apps work well like youtube, tunein, gmusic","doesn't work since yesterday with my audio's chromecast. Pbm is on Android & IOs. Other apps work well like youtube, tunein, gmusic","Hey, help's here! Can you let us know which Android and iOS version you're running on the devices that you're using to cast?",playback_app_bug,n,,,claude-draft (review each row)
g163,876075,2017-10-09 21:00:18+00:00,stratified,@115888 pls bring back the lyrics feature and create an option to change usernames. some of us created our accounts in 5th grade so...,pls bring back the lyrics feature and create an option to change usernames. some of us created our accounts in 5th grade so...,"Hey there! Thanks for sharing your thoughts. Both are unavailable at the moment. Rest assured, all feedback are heard",feature_request_feedback,n,,,claude-draft (review each row)
g164,494210,2017-12-01 16:17:27+00:00,stratified,"@spotifycares I can’t log into my account with Facebook or email and I haven’t changed any information, logs in, etc. One day I was just randomly logged out of my Spotify","I can’t log into my account with Facebook or email and I haven’t changed any information, logs in, etc. One day I was just randomly logged out of my Spotify","Hey Julia, help's here! Could you shoot us a DM with your account's email address? We'll take a look backstage /VK [link:ldFdZRiNAt]",account_access,y,,,claude-draft (review each row)
g165,1463609,2017-11-02 18:26:58+00:00,random_uniform,@SpotifyCares i have a reoccuring fee and I'd like to know who used our account. @459714,i have a reoccuring fee and I'd like to know who used our account.,"Hi there, we've replied to your DM! We'll continue helping out over there 🙂",billing_subscription,y,,,claude-draft (review each row)
g166,1538088,2017-10-17 01:35:05+00:00,stratified,@115888 I love you but your shuffling algorithm has turned into absolute garbage,I love you but your shuffling algorithm has turned into absolute garbage,Hey! Sorry to hear you feel that way. We’ve recently made some improvements to our shuffle algorithm. We’d love...,feature_request_feedback,n,,,claude-draft (review each row)
g167,747073,2017-10-07 01:02:09+00:00,random_uniform,"@SpotifyCares Hello guys, when will Spotify be available in South Africa, I've waited long enough 😢😢😢😢","Hello guys, when will Spotify be available in South Africa, I've waited long enough 😢😢😢😢",Hey! We've just sent you a DM 🙂,content_availability,n,,,claude-draft (review each row)
g168,1080963,2017-10-15 00:42:50+00:00,stratified,"@115888 can you guys develop a feature for more storage, maybe another type of premium feature or add on","can you guys develop a feature for more storage, maybe another type of premium feature or add on",We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝,feature_request_feedback,n,,,claude-draft (review each row)
g169,1649313,2017-11-05 18:17:04+00:00,stratified,"Hi, I have a full Spotify service and it’s saying it is signed into my sonos but when I try to play it on my sonos system I am getting this message https://t.co/ya0uemtm96 @115888 @SpotifyCares","Hi, I have a full Spotify service and it’s saying it is signed into my sonos but when I try to play it on my sonos system I am getting this message",Hey there! It seems as if the link you sent us didn't go through. Could you send it again? Keep us posted,playback_app_bug,n,,,claude-draft (review each row)
g170,420488,2017-10-10 06:51:45+00:00,random_uniform,"If @115888 were to integrate an alarm clock function my/our mornings would be 1,000% easier and happier. #yourewelcome","If were to integrate an alarm clock function my/our mornings would be 1,000% easier and happier. #yourewelcome",Hey there! You can help make it happen by voting for the idea here: [link:YSHYSPDR4z],feature_request_feedback,n,,,claude-draft (review each row)
g171,1960574,2017-10-30 21:50:10+00:00,random_uniform,"@SpotifyCares - My account keeps getting taken over by a SpotiAmb 0.2.1 ""user"". Tried logging out everywhere and changing my password. help!","- My account keeps getting taken over by a SpotiAmb 0.2.1 ""user"". Tried logging out everywhere and changing my password. help!","Hey! Don't worry, help's here. First up, can you DM us your username or email address so we can check your account? /JU [link:ldFdZRiNAt]",account_access,y,,,claude-draft (review each row)
g172,2135042,2017-11-08 17:16:36+00:00,random_uniform,Still waiting on my @115888 iOS app update like https://t.co/CkPlCRQ5xK,Still waiting on my iOS app update like,Hey Stephanie! Just make sure Automatic updates is turned on for Spotify so you don't miss out,feature_request_feedback,n,,,claude-draft (review each row)
g173,442492,2017-10-10 17:23:02+00:00,stratified,How do I setup @115888 w GoogleHome so after playing a specific song it continues to play songs by that artist.,How do I setup w GoogleHome so after playing a specific song it continues to play songs by that artist.,Hi there! Check out more info about Spotify on Google Home here: [link:6tXVssl5I5]. Let us know if you're getting the same issue,other,n,,how-to,claude-draft (review each row)
g174,1076443,2017-10-14 23:38:36+00:00,random_uniform,"@115888 someone hijacked my account, replied to the account change.  Anything else I can do in the meantime?","someone hijacked my account, replied to the account change. Anything else I can do in the meantime?",Hey! We’re sorry to hear that. Check out [link:QHn3ok8y2n] for what to do next,account_access,y,,,claude-draft (review each row)
g175,1798659,2017-10-13 23:56:32+00:00,random_uniform,"@117153  hello I have a problem, I paid for a premium account and it was accepted but I still have a free account, thanks","hello I have a problem, I paid for a premium account and it was accepted but I still have a free account, thanks",Hey Andrea! We'll help out. Can you DM us your account's email address? We'll take a look under the hood /AN [link:ldFdZRiNAt],billing_subscription,y,,,claude-draft (review each row)
g176,2626482,2017-10-30 23:59:39+00:00,stratified,"@SpotifyCares Hi, i’m on xbox one and my app tells me my song is playing, i can see the bar moving but there’s no sound?","Hi, i’m on xbox one and my app tells me my song is playing, i can see the bar moving but there’s no sound?",Hey there! Can you try a hard restart of the console (hold the power button for 10 seconds)? Does that make a difference?,playback_app_bug,n,,,claude-draft (review each row)
g177,2916638,2017-11-28 23:07:18+00:00,random_uniform,@115888 can you add Jay-Z please,can you add Jay-Z please,"Hi Nick! We’d love to have all of his stuff available, but we have some info about content here: [link:0i8GpimuDa]",content_availability,n,,,claude-draft (review each row)
g178,2275427,2017-11-11 05:59:27+00:00,stratified,When I'm on a playlist and I try to shuffle it only shuffles by artist and not by song. It's like some weird algorithm that @115888 has. Are there solutions to that or what's the deal,When I'm on a playlist and I try to shuffle it only shuffles by artist and not by song. It's like some weird algorithm that has. Are there solutions to that or what's the deal,Hey! We’ve made some improvements to our shuffle algorithm. We’d love to hear your feedback here: [link:T3vZnSL3od],feature_request_feedback,n,,,claude-draft (review each row)
g179,321505,2017-10-07 07:50:42+00:00,stratified,The new iOS @SpotifyCares update is awful. Erased all my downloaded files. Redownloaded them. Today all missing. Useless.,The new iOS update is awful. Erased all my downloaded files. Redownloaded them. Today all missing. Useless.,Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at [link:38J7tFlIBF]. They should help with this,offline_downloads,n,,,claude-draft (review each row)
g180,1659872,2017-10-17 14:21:47+00:00,stratified,@SpotifyCares I am trying to remove the below song that’s greyed out-it was a local file and it will not budge-what do I do? https://t.co/viuZ6hLq2j,I am trying to remove the below song that’s greyed out-it was a local file and it will not budge-what do I do?,Hi there! We suggest removing the track from your folder then sync it again. Keep us in the loop,other,n,,how-to,claude-draft (review each row)
g181,1093717,2017-10-13 17:35:40+00:00,random_uniform,Yo @115888 is there a way of searching for albums by genre and release date? I.e all “indie” records released in 2000 @SpotifyCares,Yo is there a way of searching for albums by genre and release date? I.e all “indie” records released in 2000,Hey there! You can find all the tips and tricks on searching at [link:SHXvlRJrd0]. Let us know how it goes,feature_request_feedback,n,,,claude-draft (review each row)
g182,2042229,2017-10-04 09:18:59+00:00,random_uniform,@148611 hello! Will the Mighty Spotify device be available on PH?,hello! Will the Mighty Spotify device be available on PH?,Hi there! It should be available to you as long as you're on Premium and using iOS. More details here: [link:PhhvjsbQBq],other,n,,third-party device,claude-draft (review each row)
g183,1101770,2017-11-25 17:57:04+00:00,stratified,"@SpotifyCares spotify logged me out of my account and every time i try to login, it won’t let me press the button. i’ve tried deleting the app and reinstalling it but nothing will help. is there anything i can do?","spotify logged me out of my account and every time i try to login, it won’t let me press the button. i’ve tried deleting the app and reinstalling it but nothing will help. is there anything i can do?",Hey Molly! That's not cool. Could you send us a DM with your account's email address? We'll take a look backstage /QI [link:ldFdZR1cbT],account_access,y,,reinstall already tried,claude-draft (review each row)
g184,2234740,2017-11-10 15:58:04+00:00,random_uniform,@spotifycares. Attempting to cancel subscription,. Attempting to cancel subscription,Hey Steve! Can you DM us your account's username and email address? We'll take a look backstage /JX [link:ldFdZRiNAt],billing_subscription,n,,self-serve cancel,claude-draft (review each row)
g185,2624976,2017-10-30 23:04:56+00:00,random_uniform,@115888 @spotifycares shitty security. Someone stole my account. TERRIBLE service. Very Disappointed.,shitty security. Someone stole my account. TERRIBLE service. Very Disappointed.,"Hey, we’re sorry to hear that. Check out [link:QHn3ok8y2n] for what to do next",account_access,y,,,claude-draft (review each row)
g186,1784962,2017-10-17 23:16:03+00:00,random_uniform,@117168 How do I stop this annoying Spanish @1247 ad from playing after every other song? My settings are English. Make it stooppp!,How do I stop this annoying Spanish ad from playing after every other song? My settings are English. Make it stooppp!,Hey Jules! You can show your support for ads that are better suited to you by voting here: [link:K6XELyTf62],other,n,,ads,claude-draft (review each row)
g187,1283006,2017-10-17 04:53:23+00:00,random_uniform,@115888 after I play a song my music stops at the end of the song I have to close app and redo everything every time. Update in work ? Help,after I play a song my music stops at the end of the song I have to close app and redo everything every time. Update in work ? Help,Hey! That's not cool. Are you getting any specific error messages? Can you also your device/OS and Spotify version?,playback_app_bug,n,,,claude-draft (review each row)
g188,62346,2017-11-23 02:10:41+00:00,stratified,Hey @115888 why does this track play I Will Survive instead of Come And Get Your Love https://t.co/QZKy5MQucT,Hey why does this track play I Will Survive instead of Come And Get Your Love,"Hey! Can you send us the Song Link? Just tap the three dots > Share > Copy Link. Also, what country is your account set to? We'll check it out",content_availability,n,,metadata,claude-draft (review each row)
g189,1347530,2017-11-20 14:32:34+00:00,random_uniform,@SpotifyCares is there anyway of getting the track list of the TBT playlist you did called winter warmers?,is there anyway of getting the track list of the TBT playlist you did called winter warmers?,Hey Janine! Could you send over a link to the playlist? We'll see what we can suggest 🙂,other,n,,,claude-draft (review each row)
g190,2896731,2017-11-28 15:17:26+00:00,random_uniform,@SpotifyCares thanks for caring.  :),thanks for caring. :),Hey Mandy! You're welcome... [link:LlUmsFxWMS] 🙂,feature_request_feedback,n,,praise,claude-draft (review each row)
g191,836212,2017-10-13 08:53:13+00:00,stratified,@SpotifyCares hi I am trying to add on to my family’s account however the email link to join is not working. Can you help?,hi I am trying to add on to my family’s account however the email link to join is not working. Can you help?,Hey Kate! Can you DM us your account's username or email address? We'll take a look backstage /TC [link:ldFdZRiNAt],family_plan,y,,,claude-draft (review each row)
g192,113815,2017-11-23 19:37:54+00:00,stratified,"@115888 can you please add a ""mix-button""? So you can mix the songs on you're playlist?","can you please add a ""mix-button""? So you can mix the songs on you're playlist?","Hey Vincent, help has arrived! Can you tell us exactly what you'd like to do? We'll see what we can suggest",feature_request_feedback,n,,,claude-draft (review each row)
g193,2912555,2017-11-28 20:44:07+00:00,stratified,@SpotifyCares @115888 why isn’t my premium working please and thank you,why isn’t my premium working please and thank you,"Hey there! Could you give us more info on what's happening? Also, Can you DM us your account's email address or username? We'll take a look backstage /NS [link:ldFdZRiNAt]",billing_subscription,y,,,claude-draft (review each row)
g194,2042283,2017-10-04 09:57:43+00:00,random_uniform,@SpotifyCares I have updated my payment details and now you are trying to cancel my service while I'm paying for it on another card,I have updated my payment details and now you are trying to cancel my service while I'm paying for it on another card,"Hey Leopold, we're here to help. Can you DM us your account's email address? We'll check backstage /AC [link:ldFdZRiNAt]",billing_subscription,y,,,claude-draft (review each row)
g195,2742034,2017-11-20 16:27:02+00:00,random_uniform,@SpotifyCares I've tried to use the contact form on the website and haven't heard anything back. I never received my Starbucks Stars code for signing up for the 60-day free membership.,I've tried to use the contact form on the website and haven't heard anything back. I never received my Starbucks Stars code for signing up for the 60-day free membership.,Hey Chelsea! Can you DM us your username or email address? We'll take a look under the hood /NH [link:ldFdZRiNAt],billing_subscription,y,,promo code,claude-draft (review each row)
g196,2910946,2017-11-28 20:08:23+00:00,random_uniform,@151631 Hi When @115888 Music Will Be Available In India🇮🇳?? Waiting For It..,Hi When Music Will Be Available In India🇮🇳?? Waiting For It..,"Hi Amal! We're afraid we don't have any specific info to share. Who knows; maybe in the future, right? For now, we'd suggest signing up here to be first to hear: [link:XDwWzj7cLP]",content_availability,n,,,claude-draft (review each row)
g197,2908661,2017-11-28 20:38:25+00:00,stratified,"@SpotifyCares the Spotify app is telling me “an error occurred, please try again” my internet connection is fine and I have the most recent version of the app-also tried restarting phone, logging out &amp; deleting/reinstalling app","the Spotify app is telling me “an error occurred, please try again” my internet connection is fine and I have the most recent version of the app-also tried restarting phone, logging out & deleting/reinstalling app","Hey, that's not cool! Can you let us know the device and operating system and operating system you're rocking? We'll see what we can suggest",playback_app_bug,y,,all fixes tried,claude-draft (review each row)
g198,2007510,2017-11-04 11:45:25+00:00,stratified,Hey @115888 and @135616 why are your apps not iPhone X enhanced yet!?!,Hey and why are your apps not iPhone X enhanced yet!?!,"Hey! We don't have anything to share yet, but we'll be sure to post updates on this. Give us a shout if you need anything else",feature_request_feedback,n,,,claude-draft (review each row)
g199,1295667,2017-10-17 08:32:18+00:00,random_uniform,"@SpotifyCares Even play any song from the playlist, a different playlist etc. it just won't play I've already exited and went back into the app many times",what do I do if my music stops playing. Like a song in a playlist will end but it won't move onto the next and then I can't,"Hey there! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest",playback_app_bug,n,,,claude-draft (review each row)
